loan_id,loan_date,account_date,loan_amount,loan_duration,account_age_at_loan_months,client_age_at_loan_years,card_type,has_card,district_name_region,district_inhabitants,district_urban_ratio,district_avg_salary,district_unemployment_rate,district_enterpreneurs_per_thousand_inhabitants,district_crimes_per_thousand_inhabitants,loan_salary_ratio,bad_payer
6932,1998-06-25,1996-08-08,225504,48,22,18,junior,1,Melnik (central Bohemia),94725,63.4,9920,2.87,130,51.1586,0.47358871,0
6933,1995-09-09,1995-04-02,188688,48,5,30,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.40845802,0
6934,1997-02-09,1996-05-10,116832,12,8,48,no card,0,Tabor (south Bohemia),103347,67.0,9104,2.07,123,22.7776,1.06942004,0
6938,1997-03-10,1996-01-29,341280,60,13,47,classic,1,Nymburk (central Bohemia),81344,55.3,8899,3.97,149,30.5739,0.63917294,0
6940,1996-11-22,1996-06-09,228276,36,5,35,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.50562156,0
6942,1997-07-16,1996-05-12,18324,12,14,46,no card,0,Kromeriz (south Moravia),108871,62.1,8444,3.47,106,21.1718,0.18083847,0
6944,1996-11-15,1996-06-07,46176,48,5,30,no card,0,Uherske Hradiste (south Moravia),145688,40.7,8544,1.86,109,19.9467,0.11259363,0
6948,1998-03-15,1997-07-13,157068,36,8,26,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.34789889,0
6949,1995-12-12,1994-05-22,104712,24,18,25,no card,0,Tachov (west Bohemia),51313,59.2,8930,4.2,108,28.2969,0.48857783,0
6950,1995-04-11,1993-05-20,104712,24,22,50,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.40878853,0
6955,1995-11-22,1994-07-22,244368,48,16,25,no card,0,Znojmo (south Moravia),114200,43.7,8403,5.72,105,23.8004,0.60585505,0
6956,1997-11-09,1996-06-25,59448,24,16,39,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.25743089,0
6959,1997-06-30,1996-01-08,59448,24,17,44,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.24339196,1
6960,1995-01-11,1993-03-13,76416,24,21,57,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.25388725,0
6961,1996-06-06,1996-01-23,176148,36,4,32,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.54578918,0
6962,1998-04-02,1996-07-30,279072,48,20,29,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.46359939,0
6965,1995-06-13,1993-11-14,139536,24,18,53,no card,0,Trebic (south Moravia),117897,53.8,8814,5.74,107,17.4644,0.6596324,0
6969,1998-09-12,1997-06-07,88200,36,15,53,no card,0,Sumperk (north Moravia),127369,51.2,8369,5.88,107,22.0383,0.29274704,0
6970,1997-06-17,1996-10-13,31620,60,8,57,no card,0,Mlada Boleslav (central Bohemia),112065,69.4,11277,1.44,127,44.501,0.04673229,0
6984,1997-08-15,1997-01-01,116040,60,7,57,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.19541275,0
6985,1995-11-22,1994-12-01,113796,36,11,24,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.31938971,0
6986,1995-02-11,1994-05-16,151728,48,8,18,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.2961679,1
6992,1996-07-27,1995-11-09,133968,48,8,53,classic,1,Usti nad Orlici (east Bohemia),139012,61.9,8363,3.49,108,20.135,0.33373191,0
6995,1996-09-26,1995-01-19,96168,12,20,24,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.83270989,0
6996,1995-04-13,1993-05-20,126600,24,22,56,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.54822282,0
6998,1994-05-21,1993-07-24,97632,12,9,25,no card,0,Strakonice (south Bohemia),70646,58.4,8547,3.64,120,21.8271,0.95191295,0
7001,1997-08-10,1996-07-08,300600,60,13,33,classic,1,Plzen - jih (west Bohemia),67298,43.8,8561,1.29,110,16.7464,0.58521201,0
7004,1995-03-15,1993-08-21,331560,60,18,14,no card,0,Pribram (central Bohemia),107870,58.0,8754,4.31,137,35.858,0.63125428,0
7008,1995-09-22,1995-03-04,36168,12,6,34,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.24033171,0
7013,1996-08-02,1995-11-09,89340,60,8,24,no card,0,Prostejov (south Moravia),110643,51.9,8441,4.48,115,20.3538,0.1764009,0
7034,1996-07-11,1995-05-28,19044,36,13,22,no card,0,Karlovy Vary (west Bohemia),122603,80.0,8991,2.01,128,43.0087,0.05883661,0
7035,1998-07-29,1997-11-29,210744,36,8,19,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.60827099,0
7036,1996-09-25,1995-06-15,194940,36,15,31,no card,0,Mlada Boleslav (central Bohemia),112065,69.4,11277,1.44,127,44.501,0.4801809,0
7037,1998-01-03,1997-05-07,218064,48,7,53,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.36225181,0
7046,1997-03-28,1996-03-28,91632,12,12,53,no card,0,Pelhrimov (south Bohemia),74062,61.4,8114,2.62,119,15.9461,0.94108947,0
7049,1997-06-24,1996-10-13,233424,36,8,38,no card,0,Kladno (central Bohemia),149893,67.4,9753,5.05,109,39.308,0.66482108,0
7050,1997-09-23,1996-03-30,311232,48,17,51,no card,0,Sumperk (north Moravia),127369,51.2,8369,5.88,107,22.0383,0.77476401,0
7051,1997-07-28,1997-04-02,77808,12,3,41,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.51702416,0
7055,1994-04-06,1993-05-06,167100,60,11,24,no card,0,Uherske Hradiste (south Moravia),145688,40.7,8544,1.86,109,19.9467,0.32595974,0
7057,1995-10-20,1994-07-01,231696,36,15,22,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.51319671,0
7061,1994-08-27,1993-04-28,121896,24,15,29,no card,0,Brno - venkov (south Moravia),157042,33.9,8743,2.43,111,24.7959,0.58092188,0
7066,1994-05-02,1993-11-27,215388,36,5,34,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.47707519,1
7067,1998-01-11,1997-04-26,136368,24,8,28,no card,0,Domazlice (west Bohemia),58400,52.4,8620,1.25,100,19.1267,0.65916473,0
7072,1998-01-27,1997-01-13,22104,12,12,32,no card,0,Chomutov (north Bohemia),125236,87.7,9675,7.68,100,41.4418,0.1903876,0
7085,1997-06-19,1996-07-08,305424,48,11,33,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.62523337,0
7087,1997-02-20,1996-04-12,44304,24,10,30,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.20591188,0
7088,1997-05-03,1996-02-21,239160,60,14,50,no card,0,Plzen - jih (west Bohemia),67298,43.8,8561,1.29,110,16.7464,0.46559981,0
7091,1998-09-22,1997-09-03,113436,36,12,42,no card,0,Chrudim (east Bohemia),105606,53.0,8254,3.76,97,22.0158,0.3817543,0
7096,1998-09-02,1997-05-01,37812,12,16,33,no card,0,Plzen - jih (west Bohemia),67298,43.8,8561,1.29,110,16.7464,0.36806448,0
7097,1993-12-23,1993-06-10,75624,24,6,35,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.31837931,1
7100,1997-12-31,1996-12-01,348120,60,12,35,no card,0,Jesenik (north Moravia),42821,48.4,8173,7.01,124,31.7134,0.70989845,0
7101,1996-11-18,1996-01-19,421008,48,9,43,no card,0,Ceske Budejovice (south Bohemia),177686,74.8,10045,1.71,135,35.4277,0.87317073,0
7104,1993-12-13,1993-07-11,259740,60,5,14,no card,0,Frydek - Mistek (north Moravia),228848,57.2,9893,4.72,96,25.7245,0.43758213,0
7110,1998-01-21,1996-04-07,31260,12,21,29,no card,0,Liberec (north Bohemia),159617,85.2,9198,4.28,131,38.417,0.28321374,0
7115,1997-03-04,1995-05-04,88704,48,22,36,no card,0,Cheb (west Bohemia),87419,85.5,8624,2.66,102,36.5824,0.21428571,0
7119,1997-06-02,1996-06-21,86880,12,11,57,classic,1,Tabor (south Bohemia),103347,67.0,9104,2.07,123,22.7776,0.79525483,0
7121,1993-11-10,1993-01-17,21924,36,9,33,no card,0,Brno - venkov (south Moravia),157042,33.9,8743,2.43,111,24.7959,0.06965572,0
7122,1997-01-04,1995-09-02,260640,36,16,47,no card,0,Domazlice (west Bohemia),58400,52.4,8620,1.25,100,19.1267,0.83990719,1
7129,1998-03-01,1996-12-30,194280,60,14,28,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.25819313,0
7130,1996-12-11,1995-11-23,123408,24,12,32,gold,1,Most (north Bohemia),119895,89.9,10446,9.4,90,39.5596,0.49224584,0
7136,1996-09-28,1996-03-21,54396,36,6,57,no card,0,Prostejov (south Moravia),110643,51.9,8441,4.48,115,20.3538,0.17900723,0
7137,1994-06-03,1993-11-21,151560,24,6,41,no card,0,Zdar nad Sazavou (south Moravia),125832,48.3,8512,4.12,102,16.7128,0.7418938,0
7138,1995-07-03,1993-09-13,60000,60,21,48,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.11118523,0
7139,1998-01-22,1996-05-29,23412,12,19,42,classic,1,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.21692239,0
7142,1994-12-19,1993-08-29,482940,60,15,18,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.64181485,1
7147,1998-01-02,1996-02-24,267600,48,22,39,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.54780387,0
7151,1998-02-18,1997-01-09,133800,24,13,56,no card,0,Pribram (central Bohemia),107870,58.0,8754,4.31,137,35.858,0.63685172,0
7154,1996-12-05,1995-10-24,417600,60,13,26,gold,1,Brno - venkov (south Moravia),157042,33.9,8743,2.43,111,24.7959,0.79606542,0
7164,1998-08-15,1997-11-04,249792,48,9,33,no card,0,Brno - venkov (south Moravia),157042,33.9,8743,2.43,111,24.7959,0.59521903,0
7166,1995-06-24,1995-01-15,198240,24,5,39,no card,0,Usti nad Labem (north Bohemia),118650,85.6,9832,4.48,114,46.1104,0.84011391,0
7167,1998-06-18,1997-07-12,269964,36,11,19,junior,1,Jindrichuv Hradec (south Bohemia),93931,56.9,8427,1.54,107,20.366,0.88987777,0
7168,1998-07-05,1996-12-21,208332,36,18,18,no card,0,Benesov (central Bohemia),88884,46.7,8507,1.85,132,30.0842,0.68026331,0
7171,1998-02-24,1997-09-09,196224,48,5,47,no card,0,Sumperk (north Moravia),127369,51.2,8369,5.88,107,22.0383,0.48846935,0
7172,1998-05-07,1997-03-18,45720,12,13,19,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.30380352,0
7176,1995-10-28,1993-12-08,260028,36,22,18,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.75067554,0
7181,1997-10-02,1997-05-30,197808,24,4,34,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.65720437,0
7187,1997-12-24,1996-07-08,24180,60,17,59,no card,0,Liberec (north Bohemia),159617,85.2,9198,4.28,131,38.417,0.04381387,0
7189,1996-03-21,1994-12-23,154656,48,14,39,no card,0,Novy Jicin (north Moravia),161227,69.7,8678,5.57,102,28.5002,0.37128371,0
7192,1994-12-21,1993-04-17,115992,36,20,57,no card,0,Jicin (east Bohemia),77917,53.5,8390,2.89,132,27.2341,0.38402861,0
7194,1996-09-17,1995-10-23,68832,36,10,37,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.15245993,0
7195,1998-04-23,1997-07-05,339168,48,9,56,no card,0,Nachod (east Bohemia),112709,73.5,8369,2.31,117,23.228,0.84430637,0
7198,1994-08-23,1993-11-22,45768,12,9,17,no card,0,Bruntal (north Moravia),106054,63.1,8110,6.55,109,29.0324,0.4702836,0
7199,1997-12-09,1996-09-18,45768,12,14,53,no card,0,Prerov (north Moravia),138032,64.6,8819,5.66,99,32.6374,0.43247534,0
7200,1998-07-11,1997-08-19,31140,60,10,21,no card,0,Sumperk (north Moravia),127369,51.2,8369,5.88,107,22.0383,0.06201458,0
7201,1997-03-07,1996-03-13,67464,12,11,61,no card,0,Chomutov (north Bohemia),125236,87.7,9675,7.68,100,41.4418,0.58108527,0
7202,1998-05-29,1997-04-08,140688,48,13,56,no card,0,Jindrichuv Hradec (south Bohemia),93931,56.9,8427,1.54,107,20.366,0.34781061,0
7209,1997-11-30,1996-10-02,385560,60,13,41,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.78490289,1
7213,1996-02-13,1995-02-20,113544,36,11,53,no card,0,Znojmo (south Moravia),114200,43.7,8403,5.72,105,23.8004,0.37534214,0
7219,1997-08-23,1996-11-21,57120,48,9,39,no card,0,Ceska Lipa (north Bohemia),105058,81.0,9272,3.22,118,42.8811,0.1283434,0
7220,1994-07-28,1993-05-29,131292,36,13,40,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.29080616,0
7221,1998-06-11,1997-02-15,152460,60,15,46,no card,0,Klatovy (west Bohemia),88757,61.7,8554,2.68,113,24.9896,0.29705401,0
7226,1994-02-23,1993-09-13,197748,36,5,23,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.67094174,0
7227,1995-10-02,1994-06-05,314520,60,15,39,no card,0,Chrudim (east Bohemia),105606,53.0,8254,3.76,97,22.0158,0.63508602,0
7230,1997-04-02,1996-07-29,18720,60,8,36,no card,0,Klatovy (west Bohemia),88757,61.7,8554,2.68,113,24.9896,0.03647416,0
7233,1996-12-25,1995-05-20,115812,36,19,43,no card,0,Jindrichuv Hradec (south Bohemia),93931,56.9,8427,1.54,107,20.366,0.38174914,0
7235,1993-10-13,1993-04-20,154416,48,5,24,no card,0,Pisek (south Bohemia),70699,65.3,8968,3.35,131,27.0159,0.35871989,0
7240,1993-09-06,1993-02-14,274740,60,6,14,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.3651224,0
7241,1995-03-04,1993-08-10,168984,24,18,18,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.56143848,1
7242,1997-10-23,1996-07-26,48096,24,14,39,no card,0,Ceska Lipa (north Bohemia),105058,81.0,9272,3.22,118,42.8811,0.2161346,0
7243,1995-12-04,1995-01-29,217152,36,10,21,classic,1,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.67066934,0
7246,1996-08-20,1996-02-01,148920,60,6,19,no card,0,Kromeriz (south Moravia),108871,62.1,8444,3.47,106,21.1718,0.29393652,0
7249,1994-06-12,1993-03-19,69360,48,14,52,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.15017668,0
7250,1997-03-04,1995-06-02,119136,48,21,33,no card,0,Litomerice (north Bohemia),114006,62.3,9065,5.39,123,36.5419,0.27380033,0
7253,1997-04-26,1995-11-10,98304,12,17,26,no card,0,Jindrichuv Hradec (south Bohemia),93931,56.9,8427,1.54,107,20.366,0.97211344,0
7255,1997-06-09,1996-12-10,213300,60,5,42,no card,0,Plzen - sever (west Bohemia),72541,36.9,8594,2.01,112,21.0226,0.41366069,0
7259,1994-01-31,1993-05-20,108144,36,8,30,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.23953433,0
7262,1994-03-01,1993-10-10,182628,36,4,34,no card,0,Prerov (north Moravia),138032,64.6,8819,5.66,99,32.6374,0.57523529,0
7263,1996-01-19,1995-08-18,89880,24,5,32,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.36798664,0
7264,1997-10-07,1997-02-11,44940,12,7,21,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.29862052,0
7271,1996-10-02,1994-11-24,392460,60,22,15,no card,0,Pribram (central Bohemia),107870,58.0,8754,4.31,137,35.858,0.74720128,0
7277,1997-10-24,1997-02-05,89280,12,8,49,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.59325413,0
7279,1997-12-11,1997-01-12,155760,24,10,49,no card,0,Decin (north Bohemia),133777,84.7,8705,7.61,116,36.3216,0.74554854,0
7284,1993-09-15,1993-01-14,52788,12,8,20,no card,0,Cesky Krumlov (south Bohemia),58796,51.9,9045,3.6,124,31.958,0.48634605,0
7286,1997-01-31,1995-09-20,67320,36,16,25,no card,0,Kolin (central Bohemia),95616,51.4,9307,4.43,118,31.7938,0.20092404,0
7292,1998-11-22,1997-07-11,317460,60,16,23,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.64626847,0
7294,1998-09-27,1997-10-15,39168,24,11,19,no card,0,Melnik (central Bohemia),94725,63.4,9920,2.87,130,51.1586,0.16451613,0
7295,1998-07-18,1996-11-05,280440,60,20,45,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.47226432,0
7304,1995-10-29,1995-05-26,419880,60,5,49,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.55800973,0
7305,1996-08-06,1994-10-01,54024,12,22,28,classic,1,Trebic (south Moravia),117897,53.8,8814,5.74,107,17.4644,0.51077831,0
7308,1996-12-27,1995-10-14,129408,24,14,34,no card,0,Bruntal (north Moravia),106054,63.1,8110,6.55,109,29.0324,0.6648582,0
